"id1","affil1"
"7287","IBM Thomas J. Watson Research Center, Hawthorne, NY"
"5860","IBM Thomas J. Watson Research Center, Hawthorne, NY, USA"
"8765","IBM Thomas J. Watson Research Centre, Yorktown, USA 10598"
"816","IBM TJ Watson Research Center"
"7609","IBM Tokyo Research Lab, Tokyo, Japan"
"2725","IBM Tokyo Research Laboratory"
"4161","IBM Toronto"
"2031","IBM Toronto Development Lab, Markham, ON, Canada"
"4740","IBM Toronto Development Laboratory, Markham, ON, Canada"
"4737","IBM Toronto Development Laboratory, ON, Canada"
"2056","IBM Toronto Lab"
"2610","IBM Toronto Lab, Markham, ON"
"1974","IBM Toronto Lab, Markham, ON, Canada"
"7036","IBM Toronto Lab, Markham, Ontario, Canada"
"4158","IBM Toronto Lab, Toronto, Canada"
"5800","IBM Toronto Lab, Toronto, ON, Canada"
"3710","IBM Toronto Laboratories"
"1572","IBM Toronto Laboratories, Markham, Ontario, Canada"
"1999","IBM Toronto Laboratory"
"2037","IBM Toronto Laboratory, Markham, Ontario, Canada"
"9593","IBM Toronto Labs, Markham, Ontario, Canada"
"1184","IBM Toronto Software Lab., Markham, Ontario, Canada"
"1980","IBM Toronto Software Laboratory, Markham, Ontario, Canada"
"4951","IBM Watson"
"2356","IBM Watson Research Center"
"4266","IBM Watson Research Center, Hawthorne, NY"
"9016","IBM Watson, Hawthorne, NY"
"2727","IBM Yamato Software Laboratory"
"5340","IBM, Beijing, China"
"6892","IBM, Hawthorne"
"5339","IBM, San Jose, CA"
"5780","IBM, San Jose, CA, USA"
"7434","IBM, San Jose, California"
"5675","IBM, Toronto, Canada"
"1355","ICAR - CNR, Rende, Italy"
"1621","Icar CNR"
"406","Icar CNR, Italy"
"9245","ICAR-CNR, Rende (CS), Italy"
"5346","IIIT-H: Hyderabad, Hyderabad, India"
"237","IIT Bombay"
"3069","IIT Bombay, India"
"3994","IIT Bombay, Mumbaî, India"
"6821","IIT-Bombay"
"1121","IIT, Bombay"
"381","Indian Institute of Science, Bangalore, India"
"3619","Indian Institute of Technology Bombay"
"202","Indian Institute of Technology Bombay, Mumbai, India"
"8041","Indian Institute of Technology---Mumbai, Mumbai, India"
"7022","Indian Institute of Technology-Bombay, Powai, Mumbai, India"
"132","Indian Institute of Technology, Bombay"
"779","Indian Institute of Technology, Bombay, India"
"7864","Indian Institute of Technology, Bombay, India; E-mail: sunita@it.iitb.ac.in"
"4481","Indian Institute of Technology, Bombay, Powai, Mumbai"
"5076","Indian Institute of Technology, Mumbai, India"
"8207","Indian Institute of Technology, New Delhi, India"
"4694","Indiana University at Bloomington"
"5222","Indiana University, Bloomington, IN"
"2795","Infobright Inc., Canada"
"2793","Infobright Inc., Poland"
"6258","Infobright Inc., Toronto, Canada"
"6257","Infobright Inc., Warsaw, Poland"
"7809","Infolab, Department of Information Systems and Management, Tilburg University, PO Box 90153, 5000 LE Tilburg, The Netherlands; e-mail: ling&commat;kub.nl"
"8540","INFOLAB, Tilburg University, Tilburg, The Netherlands 5000 LE"
"6627","InFomix Software"
"8504","Informatics Laboratory, Agricultural University of Athens, Greece"
"6682","Informatik V, RWTH Aachen, Germany"
"1811","Information Management & System, Group Microsoft Research Asia, Beijing, China"
"1607","Information School, Renmin University of China, Beijing, China"
"7991","Information Sciences Institute, University of Southern California, CA 90292, Marina del Rey, USA"
"8244","Information Sciences Institute, University of Southern California, USA"
"8029","Information Sciences Institute, USC, Marina del Rey, California, CA"
"6602","Information Sciences Research Center, Bell Laboratories, 600 Mountain Avenue, Murray Hill NJ"
"6804","Information Sciences Research Center, Bell Laboratories, Murray Hill, NJ"
"8373","Information Systems Department, University of Maryland Baltimore County, USA"
"976","Information Technology Lab., LG Electronics Institute of Technology"
"3503","Informix Software Inc, Los Gatos, USA"
"3731","Informix Software, Los Gatos, CA, USA"
"3413","Informix, Menlo Park, CA, USA"
"1300","INRIA"
"3770","INRIA  Rocquencourt"
"3823","INRIA - CNAM"
"475","INRIA Futurs"
"2222","INRIA Futurs, France"
"3754","INRIA Lorraine"
"3407","INRIA Rocquencourt"
"7793","INRIA Rocquencourt, 78153 Le Chesnay, France"
"1723","INRIA Rocquencourt, Domaine de Voluceau, Le Chesnay - France"
"1496","INRIA Rocquencourt, France"
"2649","INRIA Rocquencourt, Le Chesnay, France"
"6510","INRIA Rooquencourt, BP 105,78153, Le Chesnay Cedex, France"
"7731","INRIA Roquencourt; E-mail: dana@rodin.inria.fr"
"8295","INRIA-Futurs, Orsay, Orsay Cedex, France"
"2687","INRIA-Orsay, France"
"1225","INRIA-Rocquencourt, Le Chesnay Cedex, France"
"6607","INRIA, BP 105, 78153 Le Chesnay, France"
"6856","INRIA, Domaine de Voluceau BP 105, 78153 Le Chesnay Cedex, France"
"8025","INRIA, France"
"5148","INRIA, Nantes, France"
"8179","INRIA, Orsay Cedex, France"
"7328","INRIA&Tel-Aviv U."
"1143","Institut förmatik, TU-München, Orleansstraße, München, Germany"
"1603","Institut für Informatik, Ludwig-Maximilians-Universität München"
"7593","Institut fur Informatik, Technical University of Munich, Orleanstr. 34, Munich, D-81667, Germany"
"2648","Institut für Informatik, TU München, Germany"
"7655","Institut für Informatik, Universität Freiburg, Freiburg, Germany"
"1965","Institut für Informatik, University of Tübingen, Tübingen, Germany"
"9459","Institut Télécom, Télécom ParisTech, CNRS LTCI, Paris, France"
"6459","Institute AIFB, Universität Karlsruhe, Karlsruhe, Germany"
"6697","Institute for Advanced Computer Studies and Department of Computer Science, University of Maryland, College Park"
"6839","Institute for Computer Science, University of Munich, Oettingenstr. 67, D-80538 München, Germany"
"6494","Institute for Computer Science, University of Munich, Oettingenstr. 67, D-80538 Munich, Germany"
"831","Institute for Program Structures and Data Organisation, Universität Karlsruhe (TH), Karlsruhe, Germany"
"1135","Institute of Communication and Computer Systems and Department of Electrical and Computer Engineering, National Technical University of Athens, Zographou, Athens, Hellas"
"8744","Institute of Communication and Computer Systems and School of Electrical and Computer Engineering, National Technical University of Athens, Athens, Greece 15773"
"1485","Institute of Communication and Computer Systems and School of Electrical and Computer Engineering, National Technical University of Athens, Zographou, Athens, Hellas"
"7783","Institute of Computer Science and Information Engineering, National Chiayi University, Chiayi, Taiwan; E-mail: ychen@sun11.ncytc.edu.tw"
"6509","Institute of Computer Science, Forth, P.O, Box 1385, Heraldion, Greece"
"1041","Institute of Computer Science, University of Augsburg, Augsburg, Germany"
"8459","Institute of Computing Technology, Chinese Academy of Sciences and Graduate School, Chinese Academy of Sciences, Zhongguancun, Beijing, P.R.China"
"7963","Institute of Computing, University of Campinas, Caixa Postal 6176, SP, 13081-970, Campinas, Brazil"
"6531","Institute of Industrial Science, University of Tokyo, JAPAN"
"1240","Institute of Industrial Science, University of Tokyo, Komaba, Meguro-ku, Tokyo"
"7781","Institute of Information Engineering, National Cheng Kung University, Tainan, Taiwan; E-mail: leec@dblab.iie.ncku.edu.tw"
"921","Institute of Information Science, Academia Sinica, Taipei, Taiwan"
"923","Institute of Information Science, Academia Sinica, Taipei, Taiwan and Department of Computer Science and Information Engineering, National Taiwan University of Science and Technology, Taipei, Taiwan"
"4416","Institute of Information Systems, ETH Zurich, Switzerland"
"450","Institute of Information Systems, ETH Zurich, Zurich, Switzerland"
"7735","Institute of Information Systems, Faculty of Economics, Humboldt University Berlin, 10178 Berlin, Germany; e-mail: myra@wiwi.hu-berlin.de"
"167","Institute of Information Systems, Switzerland"
"2154","Institute of Parallel and Distributed Systems, University of Stuttgart, Stuttgart, Germany"
"7734","Institute of Pedagogy and Informatics, Faculty of Philosophy IV, Humboldt University Berlin, 10117 Berlin, Germany; e-mail: berendt@educat.hu-berlin.de"
"4342","Institute of Remote Sensing Applications, Chinese Academy of Sciences, Beijing"
"9461","Institute of Technical Medicine, Faculty of Science and Technology, University of Twente, Enschede, The Netherlands 7500AE"
"1778","Instituto de Informática, Universidade Federal do Rio Grande do Sul - UFRGS, Brazil"
"8887","Integrated Data System Department, Siemens Corporate Research, Princeton, USA 08540"
"2183","Integrated Media Systems Center & Computer Science Department, University of Southern California, Los Angeles, CA"
"2780","Intel Corporation"
"176","Intel Corporation, Santa Clara, CA"
"548","Intel Research Berkeley"
"5486","Intel Research Berkeley, Berkeley, CA"
"7509","Intel Research Laboratory, Berkeley, CA"
"1698","Intel Research Pittsburgh"
"246","Intel Research Pittsburgh, Pittsburgh, PA"
"6059","Intel Research Pittsburgh, Pittsburgh, PA, USA"
"2","Intel Research, Berkeley"
"8198","Intel Research, Berkeley, CA"
"9794","Intel Research, Berkeley, CA, USA"
"8000","Intel Research, Pittsburgh, Pennsylvania, PA"
"7934","International Institute of Information Technology, 5000019, Gachhilbowli, Hyderabad, India"
"8266","ISLA, Universiteit van Amsterdam, The Netherlands"
"949","ISLA, University of Amsterdam, The Netherlands"
"5273","ISTI-CNR, Pisa, Italy"
"4350","itr-rescue.org"
"4349","itr-rescue.org (UC Irvine)"
"6990","Japan Advanced Institute of Science and Technology"
"1713","Japan Advanced Institute of Science and Technology, Asahidai, Tatsunokuchi, Ishikawa, Japan"
"7997","Japan Advanced Institute of Science and Technology, Ishikawa, Japan"
"1704","Johns Hopkins University"
"2955","Johns Hopkins University, Baltimore, MD"
"4838","KAIST"
"7024","KAIST, Taejon, KOREA"
"1279","Kelman GmbH Berlin, Berlin, Germany"
"170","Kent State University, Kent, OH"
"5697","Kent State University, Kent, OH, USA"
"9485","Key Labs of Data Engineering and Knowledge Engineering, MOE, Renmin University of China, Beijing, People's Republic of China"
"6256","Kickfire, Santa Clara, , CA, USA"
"6047","King Abdullah University of Science and Technology, Jedah, Saudi Arabia"
"6186","King Abdullah University of Science and Technology, Soudi Arabia, Saudi Arabia"
"3858","Korea Advanced Institute of Science and Technology"
"92","Korea Advanced Institute of Science and Technology (KAIST), Daejeon, Korea"
"5625","Korea Advanced Institute of Science and Technology (KAIST), Daejeon, South Korea"
"7094","Korea Advanced Institute of Science and Technology (KAIST), Taejon, Korea"
"6587","Korea Advanced Institute of Science and Technology and Advanced Information Technology Research Center at KAIST, Taejon, KOREA"
"7413","Korea Advanced Institute of Science and Technology, 373-1, Gusong-dong, Yusong-gu, Daejeon 305-701, South Korea"
"742","Korea Advanced Institute of Science and Technology, Daejeon-City, Korea"
"5256","Korea Advanced Institute of Science and Technology, Daejeon, South Korea"
"7113","Korea Advanced Institute of Science and Technology, Taejon, Korea"
"255","Korea Advanced Institute of Science and Technology, Yusong-gu, Taejon, Korea"
"1194","Kyoto University, School of Informatics, Yoshida-Honmachi, Sakyo-ku, Kyoto, Japan"
"7428","Kyoto University, Yoshida-Honmachi, Sakyo-ku, Kyoto, Japan"
"5313","Kyungpook National University, Daegu, South Korea"
"2319","Kyungpook National University, Republic of Korea"
"462","L3S Research Center, Hanover, Germany"
"4886","L3S, University of Hannover"
"3315","L3S/University of Hannover, Hannover, Germany"
"8258","La Trobe University, Australia"
"8148","Laboratoire de Recherche en Informatique, Université de Paris-Sud, France"
"2134","Laboratoire LIMOS, ISIMA, Clermont-Ferrand, France"
"1853","Laboratory for Foundations of Computer Science, School of Informatics, University of Edinburgh, UK"
"1350","Laboratory for Foundations of Computer Science, University of Edinburgh, Edinburgh, UK"
"9414","Lamsade, University of Paris-Dauphine, Paris, France"
"2123","Large Scale Distributed Information Systems (LSDIS) Lab, Computer Science Department, University of Georgia, Athens, GA"
"7877","Large Scale Distributed Information Systems Lab, Computer Science Department, University of Georgia, Athens, GA 30602-7404, USA; e-mail: amit@cs.uga.edu"
"1707","Lawrence Berkeley National Laboratory, Berkeley, CA"
"3614","Lawrence Berkeley National Laboratory, Berkeley, CA, USA"
"8550","Lehrstuhl für Informationssysteme, Universität des Saarlandes, Saarbrücken, Germany"
"7940","Lehrstuhl für Praktische Informatik III, Universität Mannheim, 68131, Mannheim, Germany"
"5242","Leibniz University Hanover, Hanover, Germany"
"8341","LG Datenbanksysteme für neue Anwendungen, FernUniversität Hagen, Germany"
"823","LG Electronics, Inc., Gangnam-gu, Seoul, Korea"
"8142","LIMOS, Université Blaise Pascal, France"
"6352","Lincoln Labs, Massachusetts Institute of Technology, Cambridge , MA, USA"
"7041","lndian Institute of Science"
"2852","LORIA-INRIA"
"2221","LRI - Univ. Paris-Sud, France"
"580","LRI, Université Paris-Sud, Orsay, France"
"6475","Lucent Bell Labs, 600 Mountain Avenue, Murray Hill, NJ, Computer Science and Engg., Tndian Institiue of Technology, Mumbai 400076,INDIA"
"1304","Lucent Bell Labs, Murray Hill, NJ"
"983","Lucent Technologies - Bell Laboratories, Murray Hill, NJ"
"4397","Lucent Technologies-Bell Laboratories"
"1020","Lucent Technologies, Bell Laboratories"
"6783","Lucent Technologies, Bell Laboratories, Murray Hill, NJ"
"7392","Lucent Technologies, Bell Labs"
"6784","Lucent Technologies, Murray Hill, NJ"
"5002","Ludwig-Maximilians-University, Munich, Germany"
"1402","M.I.T"
"1013","M.I.T."
"8768","Management Information Systems Department, Haifa University, Haifa, Israel"
"1428","Martin-Luther-University of Halle"
"2295","Massachusetts Institute of Technology"
"8195","Massachusetts Institute of Technology, Cambridge, MA"
"5807","Massachusetts Institute of Technology, Cambridge, MA, USA"
"6140","Massachusetts Institute of Technology, Canbridge, MA, USA"
"869","Mathematics & Computing Technology, Boeing Phantom Works, Seattle, Washington"
"7784","Mathematics and Computing Technology, Phantom Works, The Boeing Company, Bellevue, Washington, USA; E-mail: changzhou.wang@boeing.com"
"8417","Max Planck Institut fur Informatik, Saarbrücken, Germany"
"3160","Max Planck Institute for Informatics Campus, Saarbrücken, Germany"
"771","Max Planck Institute for Informatics, Saarbrücken, Germany"
"4749","Max Planck Institute, Saarbruecken, Germany"
"621","Max-Planck Institute for Computer Science, Saarbrücken, Germany"
"2116","Max-Planck Institute for Computer Science, Saarbruecken, Germany"
"192","Max-Planck Institute for Informatics, Saarbrücken, Germany"
"189","Max-Planck Institute for Informatics, Saarbruecken, Germany"
"1879","Max-Planck Institute of Computer Science, Saarbruecken, Germany"
"5518","Max-Planck-Institut fü Informatik, Saarbrücken, Germany"
"146","Max-Planck-Institut für Informatik, Germany"
"401","Max-Planck-Institut für Informatik, Saarbrücken, Germany"
"4484","McGill Univ. Montreal"
"9286","McGill University, Canada"
"7909","McGill University, Montreal, Quebec, Canada"
"8310","Michigan State University, East Lansing, MI"
"2839","Micorsoft Research"
"8240","Microarchitecture Research Lab, Intel Corp., USA"
"128","Microsoft"
"9677","Microsoft Audience Intelligence"
"9465","Microsoft Corp, Redmond, USA"
"868","Microsoft Corp."
"335","Microsoft Corp., One Microsoft Way, Redmond, WA"
"171","Microsoft Corp., Redmond, WA"
"5900","Microsoft Corp., Redmond, WA, USA"
"2549","Microsoft Corporation"
"1977","Microsoft Corporation, One Microsoft Way, Redmond, WA"
"7751","Microsoft Corporation, One Microsoft Way, Redmond, WA 98052-6399, USA; E-mail: {philbe,shankarp,dshutt}@microsoft.com"
"352","Microsoft Corporation, One Microsoft Way, Redmond, Washington"
"1222","Microsoft Corporation, Redmond"
"6093","Microsoft Corporation, Redmond, USA"
"1599","Microsoft Corporation, Redmond, WA"
"5843","Microsoft Corporation, Redmond, WA, USA"
"8162","Microsoft Corporation, USA"
"11","Microsoft Research"
"2283","Microsoft Research Asia"
"5173","Microsoft Research Asia, Beijing, China"
"5938","Microsoft Research India, Bangalore, India"
"9210","Microsoft Research One Microsoft Way Red mond, WA"
"9211","Microsoft Research One Microsoft Way Redmond, WA"
"9138","Microsoft Research Redmond, WA"
"9055","Microsoft Research Silicon Valley, Mountain View, CA"
"6551","Microsoft Research, 301 Howard St., Suite 830, San Francisco, CA"
"8652","Microsoft Research, Cambridge, UK CB3 0FB"
"714","Microsoft Research, Cambridge, United Kingdom"
"8289","Microsoft Research, Mountain View, CA"
"6048","Microsoft Research, Mountain View, CA, USA"
"6443","Microsoft Research, Mountain View, USA"
"767","Microsoft Research, One Microsoft Way, Redmond, WA"
"8021","Microsoft Research, One Microsoft Way, WA 98052, Redmond, USA"
"6481","Microsoft Research, One MicrosoftWay, Redmond, WA"
"1507","Microsoft Research, Redmond"
"8843","Microsoft Research, Redmond WA, USA"
"6042","Microsoft Research, Redmond, USA"
"1255","Microsoft Research, Redmond, WA"
"7876","Microsoft Research, Redmond, WA 98052-6399, USA; (e-mail: philbe@microsoft.com)"
"3428","Microsoft Research, Redmond, WA, USA"
"8031","Microsoft Research, Redmond, Washington, WA"
"6593","Microsoft Research, San Francisco, CA"
"8429","Microsoft Research, USA"
"5107","Microsoft Search Labs, Mountain View, CA"
"4863","Microsoft Search Labs, Mountain View, California"
"9433","Microsoft Search Labs, Mountain View, USA 94043"
"9659","Microsoft SQL Server"
"2765","Microsoft SQL Server, One Microsoft Way, Redmond, WA"
"5138","Microsoft, Redmond, WA"
"5820","Microsoft, Redmond, WA, USA"
"3440","Microsoft, USA"
"1128","Middle East Technical University"
"7131","Middle East Technical University (METU), 06531 Ankara Turkiye"
"5936","Mirosoft Research India, Bangalore, India"
"1834","MIT"
"4386","MIT Computer Science and Artificial Intelligence Laboratory (CSAIL), Cambridge, MA"
"645","MIT Computer Science and Artificial Intelligence Laboratory, Cambridge, MA"
"230","MIT CSAIL"
"153","MIT CSAIL, Cambridge, MA"
"5757","MIT CSAIL, Cambridge, MA, USA"
"5128","MIT, Boston, MA"
"5005","MIT, Cambridge, MA"
"5803","MIT, Cambridge, MA, USA"
"9273","MIT, Cambridge, USA"
"4591","Mitre Corporation"
"8214","Monmouth University, West Long Branch, NJ"
"2647","Motorola Labs, Schaumburg, IL"
"1955","MPI Informatik, Saarbruecken, Germany"
"8376","MSIS Department, Rutgers University, USA"
"9492","N4 02A-07, Division of Information Systems, School of Computer Engineering, Nanyang Technological University, Singapore, Singapore 639798"
"3222","Nanyang Technological University, Singapore"
"5516","Nanyang Technological University, Singapore, Singapore"
"3636","Nara Institute of Science and Technology"
"7802","Nara Institute of Science and Technology, 8916-5 Takayama, Ikoma, Nara 630-0101, Japan; e-mail: &rcub;yosikawa, uemura&rcub;&commat;is.aist-nara.ac.jp"
"3366","Nara Institute of Science and Technology, Japan"
"4586","Nasa Ames"
"4593","NASA Ames Research Center, Moffett Field, CA"
"3397","NASA Goddard Space Flight Center Greenbelt, MD, USA"
"8997","Nat'l University of Singapore"
"1287","National Biomedical Computing Resource"
"1683","National Center for Biomedical Research, University of California San Diego"
"8841","National ICT Australia, Australian Technology Park, Eveleigh, Australia NSW 1430"
"9054","National Taiwan University, Taipei, Taiwan"
"4431","National Technical University of Athens, Athens, GR"
"9321","National Technical University of Athens, Athens, Greece"
"8609","National Technical University of Athens, Athens, Greece 15772 and IBM Almaden Research Center, San Jose, USA"
"6407","National Tsing Hua University, Hsinchu, Taiwan Roc"
"2439","National U. of Singapore"
"687","National Univ. of Singapore"
"3172","National Univ. of Singapore, Republic of Singapore"
"5126","National Univeristy of Singapore, Singapore, Singapore"
"2418","National University of Singapor"
"52","National University of Singapore"
"738","National University of Singapore, Department of Computer Science, Singapore"
"4574","National University of Singapore, Kent Ridge, Singapore"
"8785","National University of Singapore, Law Link, Singapore"
"200","National University of Singapore, Singapore"
"5291","National University of Singapore, Singapore, Singapore"
"4953","Natl University of Singapore, S'pore, Singapore"
"4009","Natl. University of Singapore"
"1472","NCR Advance Development Lab"
"2057","NCR Corporation, Teradata Research and Development, San Diego, California"
"3841","NCR, El Segundo, CA, USA"
"3840","NCR, San Diego, CA, USA"
"685","NEC Laboratories America Inc., Princeton, NJ"
"505","NEC Laboratories America, Cupertino, CA"
"5777","NEC Laboratories America, Cupertino, CA, USA"
"1665","NEC Laboratories America, Inc., Cupertino, California"
"9099","NEC Labs America"
"961","NEC Research Institute, Princeton, NJ"
"3491","NEC Research Institute, Princeton, NJ, USA"
"3673","NEC, San Jose, CA, USA"
"4506","New Jersey Inst. of Technology"
"3405","New Jersey Institute of Technology"
"9319","New Jersey Institute of Technology, Newark, USA"
"3412","New York University"
"1412","New York University, New York"
"4751","New York University, New York City, NY"
"1458","New York University, New York, NY"
"6353","New York University, New York, NY, USA"
"8500","NICTA Victoria Laboratory, Department of Computer Science and Software Engineering, University of Melbourne, Australia"
"9354","NICTA, University of Melbourne, Parkville, Australia"
"2354","North Carolina State University"
"5695","North Carolina State University, Raleigh, NC, USA"
"8358","North Carolina State University, USA"
"4449","Northeastern University"
"3608","Northeastern University Boston"
"277","Northeastern University, Boston, MA"
"2281","Northeastern University, Liaoning, China"
"5638","Northeastern University, Shenyang, China"
"2966","Northwestern University, Evanston, IL"
"3365","NTT Cyber Solutions Laboratories"
"3635","NTT Cyber Space Laboratories"
"7801","NTT Cyber Space Laboratories, 1-1 Hikari-no-oka, Yokosuka, Kanagawa 239-0847, Japan; e-mail: sakurai.yasushi&commat;lab.ntt.co.jp, kojima&commat;aether.hil.ntt.co.jp"
"8122","NTT Cyber Space Laboratories, NTT Corporation, Kanagawa, Japan"
"4238","NTT Cyber Space Labs., Kanagawa, Japan"
"3430","NUS"
"5234","NUS, Singapore, Singapore"
"3686","NYU"
"1962","OGI School of Science & Engineering at, Oregon Health & Science University, Beaverton, Oregon"
"2101","OGI/OHSU"
"2990","Ohio State University"
"76","Ohio State University, Columbus, OH"
"1831","OHSU/OGI"
"7122","One Microsoft Way, Redmond WA"
"3734","Oracle"
"2218","Oracle"
"4208","Oracle +Corp., Redwood Shores, CA"
"9528","Oracle Corp."
"9532","Oracle Corp."
"2808","Oracle Corp., Redwood Shores, CA"
"3517","Oracle Corporation"
"6905","Oracle Corporation"
"7166","Oracle Corporation, CA"
"7148","Oracle Corporation, Nashua NH"
"1990","Oracle Corporation, Nashua, NH"
"3550","Oracle Corporation, Nashua, NH, USA"
"7146","Oracle Corporation, NEDC, Nashua NH"
"6623","Oracle Corporation, New England Development Center, One Oracle Driv e, Nashua, NH"
"7664","Oracle Corporation, One Oracle Drive, Nashua, NH 03062, USA; e-mail: ning.an&commat;oracle.com"
"1219","Oracle Corporation, Oracle Parway, Redwood Shores, CA"
"319","Oracle Corporation, Redwood City, CA"
"6320","Oracle Corporation, Redwood City, CA, USA"
"1592","Oracle Corporation, Redwood Shores"
"311","Oracle Corporation, Redwood Shores CA"
"806","Oracle Corporation, Redwood Shores, CA"
"3391","Oracle Corporation, Redwood Shores, CA, USA"
"8513","Oracle Corporation, USA"
"2553","Oracle USA 400, Oracle Parkway, Redwood Shores, CA"
"4976","Oracle USA Inc, Redwood Shores, CA"
"6315","Oracle USA, Nashua, NH, USA"
"9646","Oracle USA, Redwood City, CA"
"5873","Oracle USA, Redwood City, CA, USA"
"792","Oracle USA, Redwood Shores, CA"
"2580","Oracle, Nashua, NH"
"3896","Oracle, Nashua, NH, USA"
"343","Oracle, One Oracle Drive, Nashua, NH"
"370","Oracle, Redwood Shores, CA"
"5614","Oracle, Redwood Shores, CA, USA"
"6036","Oracle, Redwood, CA, Switzerland"
"9270","Oracle, St. Louis, USA"
"6652","Oregon Graduate Institue of Science Technology, CSE, 20000 N.W. Walker Road, P.O.Box 91000, Portland"
"7592","Oregon Graduate Institute of Science and Technology"
"9089","Oxford University"
"3299","Oxford University, Oxford, UK"
"6141","Oxford University, Oxford, United Kingdom"
"5670","Oxford University, Oxford, United Kngdm"
"5162","Peking University, Beijing, China"
"3940","Pennsylvania State University"
"5079","Pennsylvania State University, PA"
"2274","Pennsylvania State University, University Park, PA"
"9422","Pennsylvania State University, University Park, USA"
"6326","Pennsylvania State, University Park, PA, USA"
"2051","Persistent Systems Private Limited, Bhageerath, Pune, India"
"1312","Persistent Systems Pvt. Ltd., Pune"
"1296","Persistent Systems, Pune, India"
"8726","Philipps Universität Marburg, Germany"
"4291","Philipps University Marburg"
"8186","Philipps University, Marburg, Germany"
"7377","Philipps-University Marburg, Marburg, Germany"
"4682","Piazza Leonardo da Vinci, Milano, Italy"
"8741","Pisa KDD Laboratory, Computer Science Department, University of Pisa, Pisa, Italy 56127"
"8739","Pisa KDD Laboratory, ISTI---CNR, Pisa, Italy 56124"
"8738","Pisa KDD Laboratory, ISTI---CNR, Pisa, Italy 56124 and Pisa KDD Laboratory, Computer Science Department, University of Pisa, Pisa, Italy 56127"
"6597","Ploytechnic Univ."
"4854","Pohang University of Science and Technology"
"8493","Pohang University of Science and Technology, Gyungbuk, Korea"
"3842","Politecnico di Milano"
"7776","Politecnico di Milano, Dipartimento di Elettronica e Informazione, Piazza L. Da Vinci, 32, 20133 Milano, Italy; E-mail: pozzi@elet.polimi.it"
"7814","Politecnico di Milano, Dipartimento di Elettronica e Informazione, Piazza Leonardo da Vinci 32, 20133 Milano, Italy; E-mail: barbara.pernici@polimi.it"
"6334","Politecnico di Milano, Milan, Italy"
"4618","Politecnico di Milano, Milano, Italy"
"7740","Politecnico di Milano, Milano, Italy; e-mail: pernici@elet.polimi.it"
"9044","Politecnico di Milano, Piazza Leonardo da Vinci, Milano, Italy"
"7583","Politecnico di Torino, Torino, Italy"
"8111","Politecnico di Torino, Turin, Italy"
"9382","Polytechnic Institute of New York University, Brooklyn, USA 11201"
"4829","Polytechnic University"
"9445","Pontificia Universidad Católica de Chile"
"9404","Pontificia Universidad Católica de Chile, Chile"
"2821","Portland State University"
"5445","Portland State University, Portand, OR"
"3059","Portland State University, Portland, OR"
"9796","Portland State University, Portland, OR, USA"
"6555","Praktische Informatik IV, FernUniversitäit Hagen, D-58084, Hagen, Germany"
"4985","Princeton University"
"2480","Princeton University, Princeton, NJ"
"5997","Princeton University, Princeton, NJ, USA"
"3961","PRISM Laboratory, University of Versailles, France"
"988","PRISM Laboratory, Versailles, France"
"8026","Procom Technology Inc., Irvine, California, CA"
"3689","Procom Technology, Irvine, CA, USA"
"6540","PSPL Ltd. Pune"
"9636","PSU"
"809","PTU NetWeaver AS TREX, SAP AG, Walldorf, Germany"
"3279","PUC Chile"
"1394","Purdue University"
"7284","Purdue University West Lafayette, IN"
"4748","Purdue University, Lafayette, IN"
"8061","Purdue University, USA"
"272","Purdue University, West Lafayette"
"8","Purdue University, West Lafayette, IN"
"5795","Purdue University, West Lafayette, IN, USA"
"436","Purdue University, West Lafayette, Indiana"
"8761","Purdue University, West Lafayette, USA"
"8619","Queen Mary, University of London, London, UK E1 4NS"
"9502","R.A. Computer Technology Institute and Computer Engineering and Informatics Department, University of Patras, Rio, Greece"
"251","RA Computer Technology Institute, Athens, Greece"
"2438","Renmin University of China"
"2425","Renmin University of China, Beijing, China"
"4564","Rensselaer Polytechnic Institute, Troy, New York"
"3196","Rensselaer Polytechnic Institute, Troy, NY"
"6635","Retail Solutions Group, NCR Corporation"
"5716","RMIT University, Melbourne, Australia"
"8789","RMIT University, Victoria, Australia"
"7792","Robert H. Smith School of Business and UMIACS, University of Maryland, College Park, MD 20742, USA"
"8369","Robotics Institute, Carnegie-Mellon University"
"9495","Room 511B, William M.W. Mong Engineering Building, The Chinese University of Hong Kong, Shatin, Hong Kong"
"9493","Room 609, William M.W. Mong Engineering Building, The Chinese University of Hong Kong, Shatin, Hong Kong"
"9494","Room 707, Sir Run Run Shaw Building, Hong Kong Baptist University, Kowloon Tong, Hong Kong"
"4","Rutgers University"
"8204","Rutgers University, Murray Hill, NJ"
"8759","Rutgers University, Newark, USA"
"9434","Rutgers University, Newark, USA 07102"
"4476","Rutgers University, Piscataway, NJ"
"5866","Rutgers University, Piscataway, NJ, USA"
"3402","RWTH Aachen"
"2626","RWTH Aachen University, Aachen, Germany"
"114","RWTH Aachen University, Germany"
"1459","RWTH Aachen, Informatik V (Information Systems), Aachen, Germany"
"8914","RWTH, Aachen, Germany"
"2681","Saarland University Database Group, Saarbrücken, Germany"
"5098","Saarland University, Saarbrücken, Germany"
"5840","Samsung Electronics Co., Ltd., Hwang, South Korea"
"6276","Samsung Electronics Co., Ltd., Hwasung-City, South Korea"
